"","ID","SMILES"
"1536","Prestw-236","c1(c(cc(C(=O)OCCCN2CCN(CCC2)CCCOC(c2cc(c(c(c2)OC)OC)OC)=O)cc1OC)OC)OC"
"1539","Prestw-237","N\12c3c(c(c(cc3C(\C(=C1)\C(=O)O)=O)F)N1CCN(CC1)C)OCC2C"
"1549","Prestw-238","C=1(/C(c2c(N(\C1)CC)c(c(N1CC(NCC1)C)c(c2)F)F)=O)\C(=O)O"
"1557","Prestw-239","c1(C(c2ccccc2)OCCN(C)C)c(C)cccc1"
"1570","Prestw-240","C(C(NC(=O)c1ccccc1)CCC(=O)O)(N(CCC)CCC)=O"
"1572","Prestw-241","c1(OCC(N)C)c(cccc1C)C"
"1582","Prestw-242","c12O\C(=C(/C(c1cccc2C(=O)OCCN1CCCCC1)=O)\C)\c1ccccc1"
"1586","Prestw-243","C(=O)(NO)Cc1ccc(cc1)OCCCC"
"1589","Prestw-244","C1(NC(=O)CCC1(c1ccc(N)cc1)CC)=O"
"1595","Prestw-245","N1(CCN(CC(O)CO)CC1)c1ccccc1"
"1603","Prestw-246","C(=N\C#N)(/NC(C(C)(C)C)C)\Nc1ccncc1"
"1610","Prestw-247","c1(nc2c([nH]1)ccc(c2)SCCC)NC(=O)OC"
"1615","Prestw-248","C/1(\Nc2c(Cl)cccc2Cl)=N/CCN1"
"1622","Prestw-249","C(c1cc(Cl)ccc1)(C(NC(C)(C)C)C)=O"
"1631","Prestw-250","O(c1c(CC=C)cccc1)CC(CNC(C)C)O"
"1638","Prestw-251","S1(c2cc(S(=O)(=O)N)c(cc2\N=C/N1)Cl)(=O)=O"
"1643","Prestw-252","C(c1ccccc1)(c1ccccc1)(O)CCCN1CCCCC1"
"1653","Prestw-253","[C@]12([C@]([C@]3([C@@]([C@@]4(\C(=C/C(=O)CC4)\CC3)[H])(CC1)[H])[H])(CC[C@]2(C#C)O)[H])C"
"1660","Prestw-254","C/1(\c2c(CCc3c1cccc3)cccc2)=C\CCNC"
"1668","Prestw-255","c1(c(C(=O)O)cccn1)Nc1cc(C(F)(F)F)ccc1"
"1674","Prestw-256","C\1(/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C)=C(\CCCC1(C)C)/C"
"1689","Prestw-257","C\1(/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C)=C(\CCCC1(C)C)/C"
"1695","Prestw-258","N(C/C/1=N/CCN1)(Cc1ccccc1)c1ccccc1"
"1702","Prestw-259","c1(c(c(c(OCC(=O)O)cc1)Cl)Cl)C(C(=C)CC)=O"
"1714","Prestw-260","N1(C(=O)C2CCCCC2)CC2N(C(C1)=O)CCc1c2cccc1"
"1725","Prestw-261","[C@]12(\C(=C/C(=O)CC1)\CC[C@@]1([C@@]2(CC[C@]2([C@]1(CC[C@]2(C#C)O)[H])C)[H])[H])C"
"1733","Prestw-262","C(=C/CN1CCCC1)(/c1ccc(cc1)C)\c1ncccc1"
"1745","Prestw-263","C\1(/c2c(OCc3c1cccc3)cccc2)=C\CCN(C)C"
"1753","Prestw-264","N1(CCC(c2ccc(cc2)OCCCC)=O)CCCCC1"
"1763","Prestw-265","C(c1ccccc1)(c1ccccc1)OCCN(C)C"
"1776","Prestw-266","C(C(=O)N)(CCN(C(C)C)C(C)C)(c1ncccc1)c1ccccc1"
"1788","Prestw-267","C(n1cncc1)(c1c(Cl)cccc1)(c1ccccc1)c1ccccc1"
"1795","Prestw-268","n1/2c3c(c4c1cccc4)CCN1[C@]3([C@](/C=C2/C(=O)OCC)(CCC1)CC)[H]"
"1798","Prestw-269","N1(c2cc(ccc2CCc2c1cccc2)Cl)CCCN(C)C"
"1810","Prestw-270","C(c1ccccc1)(c1ccccc1)CCNC(c1ccccc1)C"
"1815","Prestw-271","n12[C@](C[C@]3([C@]4(c1c(c1c2cccc1)CCN4CCC3)[H])CC)(C(=O)OC)O"
"1819","Prestw-272","n1(c(c(c2c1ccc(c2)OC)CC(=O)O)C)C(c1ccc(cc1)Cl)=O"
"1828","Prestw-273","[C@]12([C@@](C(=O)CO)(CC[C@]1([C@]1([C@@]([C@@]3(\C(=C/C(=O)CC3)\CC1)C)(C(C2)=O)[H])[H])[H])O)C"
"1839","Prestw-274","[C@]12([C@@](C(=O)CO)(CC[C@]1([C@]1([C@@]([C@@]\3(\C(=C/C(\C=C3)=O)\CC1)C)([C@H](C2)O)[H])[H])[H])O)C"
"1847","Prestw-275","C(C(Oc1ccc(C(c2ccc(cc2)Cl)=O)cc1)(C)C)(OC(C)C)=O"
"1853","Prestw-276","S(c1c(c(cc(c1)C(=O)O)NCCCC)Oc1ccccc1)(=O)(=O)N"
"1860","Prestw-277","c1(cc(ccc1O)C(CNC(CCc1ccccc1)C)O)C(=O)N"
"1873","Prestw-278","N1(C(c2ccccc2)c2ccccc2)CCN(CC1)C/C=C/c1ccccc1"
"1881","Prestw-279","[C@]\12(\C(=C/C(\C=C1)=O)\[C@H](C[C@@]1([C@@]2([C@H](C[C@@]2([C@@](C(=O)CO)(CC[C@]21[H])O)C)O)[H])[H])C)C"
"1889","Prestw-280","N12[C@@]([C@H](c3c4c(ncc3)ccc(c4)OC)O)(C[C@@]([C@H](C1)C=C)(CC2)[H])[H]"
"1897","Prestw-281","[C@]12([C@@](C(COC(=O)C)=O)(CC[C@]1([C@]1(C([C@@]3(\C(=C/C(=O)CC3)\CC1)C)([C@H](C2)O)F)[H])[H])O)C"
"1903","Prestw-282","c1(cc(cc(c1)O)O)C(CNC(Cc1ccc(cc1)O)C)O"
"1909","Prestw-283","N1(C(c2ccc(cc2)Cl)c2ccccc2)CCN(CCC1)C"
"1918","Prestw-284","C(N1CCN(CC1)C)(N(CC)CC)=O"
"1922","Prestw-285","[C@]12([C@]([C@]3([C@@]([C@@]4([C@](C[C@H]3O)(C[C@@H](CC4)O)[H])C)(CC1)[H])[H])(CC[C@@H]2[C@@H](CCC(=O)O)C)[H])C"
"1927","Prestw-286","C(CC1NCCCC1)(C1CCCCC1)C1CCCCC1"
"1935","Prestw-287","C(C(=O)OCC#CCN(CC)CC)(c1ccccc1)(C1CCCCC1)O"
"1943","Prestw-288","C12(N(CNC1=O)c1ccccc1)CCN(CC2)CCCC(c1ccc(cc1)F)=O"
"1950","Prestw-289","N(c1ncccc1)(Cc1ccc(cc1)OC)CCN(C)C"
"1963","Prestw-290","N1(N(C(C(C1=O)CCS(=O)c1ccccc1)=O)c1ccccc1)c1ccccc1"
"1968","Prestw-291","N/1=C(/N(CC1=O)/N=C/c1oc(cc1)c1ccc([N+]([O-])=O)cc1)\[O-]"
"1977","Prestw-292","N\1/2C(N(\N=C1\C=C/C=C2)CCCN1CCN(c2cc(Cl)ccc2)CC1)=O"
"1989","Prestw-293","c1(C(OCC(O)CO)=O)c(Nc2c3c(cc(cc3)Cl)ncc2)cccc1"
"1992","Prestw-294","C\1(/c2c(Sc3c1cccc3)cccc2)=C\1/CCN(CC1)C"
"2005","Prestw-295","c12c3c([C@@]4([C@](N(C[C@@H](C4)CSC)CCC)(C1)[H])[H])cccc3[nH]c2"
"2017","Prestw-296","n1(c(c(c2c1ccc(c2)OC)CC(=O)OCC(=O)O)C)C(c1ccc(cc1)Cl)=O"
"2020","Prestw-297","n1(nc(c2c1cccc2)OCCCN(C)C)Cc1ccccc1"
"2023","Prestw-298","N1(C(COc2ccc(Cl)cc2)=O)CCN(Cc2cc3c(OCO3)cc2)CC1"
"2025","Prestw-299","C/1\2=C\3/C(=C\C(=O)CC3)/CC[C@]1([C@]1([C@](C[C@@]2(c2ccc(N(C)C)cc2)[H])([C@](C#CC)(CC1)O)C)[H])[H]"
"2029","Prestw-300","C(Nc1ccccc1)(OC(CN1CCCCC1)COC(Nc1ccccc1)=O)=O"
"2034","Prestw-301","N1(C([C@@H](N[C@H](C(=O)O)CCc2ccccc2)CCCCN)=O)[C@H](C(=O)O)CCC1"
"2041","Prestw-302","[C@@H]1(O[C@@H]([C@@H]([C@H]([C@H]1O)O)O)SC)[C@H](NC([C@H]1N(C[C@@H](C1)CCC)C)=O)[C@H](O)C"
"2047","Prestw-303","N1(c2c(C(Nc3c1cccc3)=O)csc2C)C(CN1CCN(CC1)C)=O"
"2049","Prestw-304","c1(c(cc(cc1)Cl)Cl)C(Cn1cncc1)OCc1ccc(Cl)cc1"
"2051","Prestw-305","C(Nc1c(cccc1C)C)(C1N(CCCC)CCCC1)=O"
"2057","Prestw-306","[C@@](c1ccc(cc1)Cl)(c1ccccc1)(OCC[C@@H]1N(CCC1)C)C"
"2063","Prestw-307","[C@@]1\2([C@]([C@@H](\C(=C(/C1=O)\C(=O)N)\O)N(C)C)([C@H]([C@]1(\C(=C2\O)\C(c2c([C@]1(O)C)cccc2O)=O)[H])O)[H])O"
"2067","Prestw-308","C1(N(c2c(N1)cccc2)C1CCN(CC1)CCCC(c1ccc(cc1)F)c1ccc(cc1)F)=O"
"2080","Prestw-309","c12c(Nc3cc(c(cc3)O)CN(CC)CC)ccnc1cc(cc2)Cl"
"2086","Prestw-310","C(c1cc(c(cc1)OC)OC)(=O)OCCCCN(C(Cc1ccc(cc1)OC)C)CC"
"2089","Prestw-311","N1(C(C(c2ccc(cc2)O)O)C)CCC(Cc2ccccc2)CC1"
"2091","Prestw-312","N1(C(c2ccc(cc2)F)c2ccc(cc2)F)CCN(CC1)C/C=C/c1ccccc1"
"2097","Prestw-313","N1(c2c(Sc3c1cccc3)ccc(C(F)(F)F)c2)CCCN1CCN(CC1)C"
"2110","Prestw-314","N1(C([C@@H](N[C@H](C(=O)OCC)CCc2ccccc2)C)=O)[C@H](C(=O)O)CCC1"
"2124","Prestw-315","[C@]12(/C(=C\3/C(c4c(c(ccc4O)N(C)C)CC3CC1[C@H](/C(=C(\C2=O)/C(=O)N)/O)N(C)C)=O)/O)O"
"2130","Prestw-316","S(NC(NC1CCCCC1)=O)(c1ccc(cc1)CCNC(c1c(ccc(c1)Cl)OC)=O)(=O)=O"
"2138","Prestw-317","C(=N)(NCCN1CCCCCCC1)N.C(=N)(NCCN1CCCCCCC1)N"
"2143","Prestw-318","c1(c2c(nc3c1ccc(c3)Cl)ccc(c2)OC)NC(CCCN(CC)CC)C"
"2151","Prestw-319","[N+](CC)(CC)(CCCCCCC)CCCCc1ccc(Cl)cc1"
"2153","Prestw-320","N1(c2c(Sc3c1cccc3)ccc(C(F)(F)F)c2)CCCN1CCN(CC1)CCO"
"2162","Prestw-321","N(C1C(OC(C(C1O)O)CO)OC2C(OC(C2(O)C=O)C)OC3C(C(C(C(C3O)O)NC(=N)N)O)NC(=N)N)C"
"2165","Prestw-322","n1c(nc2c(c1N)cc(c(c2)OC)OC)N(CCCNC(C1OCCC1)=O)C"
"2172","Prestw-323","S(NC(=O)NCCC)(c1ccc(cc1)Cl)(=O)=O"
"2181","Prestw-324","[C@H](c1ccccc1)([C@H](N)C)O"
"2188","Prestw-325","C\1(=C(\[C@H](OC1=O)[C@@H](O)CO)/O)/O"
"2191","Prestw-326","[C@](C(=O)O)(Cc1cc(c(cc1)O)O)(N)C"
"2202","Prestw-327","N1\2C([C@]([C@]1(SC\C(=C2\C(=O)O)\CSc1n(nnn1)C)[H])(NC([C@H](NC(N1C(C(N(CC1)CC)=O)=O)=O)c1ccc(cc1)O)=O)[H])=O"
"2207","Prestw-328","n1c(oc2c1cc(cc2)Cl)N"
"2210","Prestw-329","c1(c2c(nc3c1cccc3)CCCC2)N"
"2217","Prestw-330","N(CC(COc1ccc(cc1)COCCOC(C)C)O)C(C)C.N(CC(COc1ccc(cc1)COCCOC(C)C)O)C(C)C"
"2225","Prestw-331","C(#CCN1CCCC1)CN1CCCC1"
"2232","Prestw-332","C(Nc1ccc(OCC(CNC(C)C)O)cc1)(=O)C"
"2239","Prestw-333","N/1(C(NC(/C(=C1)/C)=O)=O)[C@@H]1O[C@@H]([C@H](C1)N=[N+]=[N-])CO"
"2248","Prestw-334","S(Nc1c(c(no1)C)C)(c1ccc(N)cc1)(=O)=O"
"2253","Prestw-335","c12c(C(\N=C(/N1)\c1c(OCCC)cccc1)=O)[nH]nn2"
"2255","Prestw-336","S1(C(N(C(CC1)=O)C)c1ccc(cc1)Cl)(=O)=O"
"2261","Prestw-337","C(c1ccc(N)cc1)(=O)NCCN(CC)CC"
"2266","Prestw-338","n1([C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)c2c(nc1)c(ncn2)NC"
"2268","Prestw-339","N(C(=N)N)C(Cc1c(Cl)cccc1Cl)=O"
"2275","Prestw-340","C1(N(c2c(N1)cc(cc2)Cl)C1CCN(CC1)CCCN1C(Nc2c1cccc2)=O)=O"
"2282","Prestw-341","S(c1cc(c(cc1Cl)NCc1occc1)C(=O)O)(=O)(=O)N"
"2287","Prestw-342","N(c1ncccc1)(Cc1sccc1)CCN(C)C"
"2289","Prestw-343","N1(c2c(CCc3c1cccc3)cccc2)CCCNC"
"2301","Prestw-344","C(#C)CN(CCCOc1c(cc(cc1)Cl)Cl)C"
"2304","Prestw-345","c1(c(cc(cc1Cl)C(CNC(C)(C)C)O)Cl)N"
"2310","Prestw-346","[C@@]12(c3c([C@](c4c1cccc4)(CC2)[H])cccc3)CCCNC"
"2322","Prestw-347","n1(c2c(nc1)c(nc(n2)N)S)[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O"
"2326","Prestw-348","C\1(/c2c(Sc3c1cccc3)ccc(c2)Cl)=C\CCN(C)C"
"2336","Prestw-349","[C@@H](c1ccc(cc1)O)([C@@H](NCCc1ccc(cc1)O)C)O"
"2341","Prestw-350","C\1(=N\c2c(Nc3c1cccc3)ccc(c2)Cl)/N1CCN(CC1)C"
"2355","Prestw-351","C1(NC(c2c1cccc2)=O)(c1cc(S(=O)(=O)N)c(cc1)Cl)O"
"2366","Prestw-352","c1(c(ccc(c1)CCNC(CCc1ccc(cc1)O)C)O)O"
"2376","Prestw-353","C(c1ccc(cc1)Cl)(=O)NCCN1CCOCC1"
"2385","Prestw-354","S(c1cc(C(NN2[C@H](CCC[C@H]2C)C)=O)ccc1Cl)(=O)(=O)N"
"2393","Prestw-355","c12c(Sc3c(C1=O)cccc3)c(ccc2NCCN(CC)CC)CO"
"2397","Prestw-356","n1([C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)c2c(nc1)c(ncn2)N"
"2399","Prestw-357","N12[C@@H]([C@@H](C1=O)NC([C@@H](c1ccc(cc1)O)N)=O)SC([C@@H]2C(=O)O)(C)C"
"2406","Prestw-1603","C=1(\c2[n-]nnn2)/C(N\2/C(=N\C1)/C(=C\C=C2)/C)=O"
"2409","Prestw-359","[C@]123c4c(C[C@@H]([C@]1(CCCC2)[H])N(CC3)C)ccc(c4)OC"
"2415","Prestw-360","C1(N(/C/2=C/CN(CC2)CCCC(c2ccc(cc2)F)=O)c2c(N1)cccc2)=O"
"2421","Prestw-361","C(Oc1cc(OC(N(C)C)=O)cc(c1)C(CNC(C)(C)C)O)(N(C)C)=O"
"2430","Prestw-362","[C@]12([C@]([C@]3([C@@]([C@@]\4(\C(=C/C(\C=C4)=O)\CC3)C)([C@H](C1)O)F)[H])(C[C@@H]([C@@]2(C(=O)CO)O)C)[H])C"
"2438","Prestw-363","C=1\2/C(=C\C(/C(=C\C1)/OC)=O)/[C@@H](NC(=O)C)CCc1c2c(c(c(c1)OC)OC)OC"
"2440","Prestw-364","c12c3c([C@@]4([C@](N(C[C@@H](C4)CNC(=O)OCc4ccccc4)C)(C1)[H])[H])cccc3n(c2)C"
"2445","Prestw-365","S1(c2c(cc(s2)S(=O)(=O)N)[C@H](CN1CCCOC)NCC)(=O)=O"
"2452","Prestw-366","c1(c(c(cc(c1)Br)Br)N)CN[C@@H]1CC[C@H](CC1)O"
"2458","Prestw-367","C(c1cc(CC(NCCOC(=O)c2ccccc2)C)ccc1)(F)(F)F"
"2467","Prestw-368","N(CC(N1CCCC1)COCC(C)C)(Cc1ccccc1)c1ccccc1"
"2473","Prestw-369","S1(N(/C(=C(\c2c1cccc2)/O)/C(Nc1ncc(s1)C)=O)C)(=O)=O"
"2479","Prestw-370","c1(c(oc2c1cccc2)CC)C(c1cc(c(c(c1)Br)O)Br)=O"
"2484","Prestw-371","c12\C(\c3c(CC(c1scc2)=O)cccc3)=C/1\CCN(CC1)C"
"2490","Prestw-372","N1(C(=N)N)Cc2c(CC1)cccc2.N1(C(=N)N)Cc2c(CC1)cccc2"
"2494","Prestw-373","n1c(c2c(nc1N)ncc(n2)CN(c1ccc(C(NC(C(=O)O)CCC(=O)O)=O)cc1)C)N"
"2506","Prestw-374","C=1\2/[C@](N(C[C@@H](\C1)C(N[C@H](CO)CC)=O)C)(Cc1c3c2cccc3[nH]c1)[H]"
"2509","Prestw-375","c12C(N3CCN(CC3)C)Cc3c(Sc1ccc(c2)SC)cccc3"
"2511","Prestw-376","C\1=2/N(c3c(\N=C1\C=C(/C(/C2)=N/C(C)C)\Nc1ccc(Cl)cc1)cccc3)c1ccc(cc1)Cl"
"2519","Prestw-377","C(C(Cc1c2c(ccc1)cccc2)CC1OCCC1)(=O)OCCN(CC)CC"
"2525","Prestw-378","C(C(=O)O)(Oc1ccc(cc1)CCNC(c1ccc(cc1)Cl)=O)(C)C"
"2534","Prestw-1152","N\1(C(N(\N=C1\CC)CCCN1CCN(c2cc(Cl)ccc2)CC1)=O)CCOc1ccccc1"
"2545","Prestw-380","c1(C(NC2CCN(Cc3ccccc3)CC2)=O)c(cc(c(c1)Cl)N)OC"
"2552","Prestw-381","c1(NC(CN2CCN(CC2)CCCC(c2ccc(cc2)F)c2ccc(cc2)F)=O)c(cccc1C)C"
"2555","Prestw-382","C1CC1COCCc1ccc(OCC(CNC(C)C)O)cc1"
"2565","Prestw-383","C=1(/C(/C(=C(\N\C1\C)/C)/C(=O)OC)c1cc([N+]([O-])=O)ccc1)\C(=O)OCCN(Cc1ccccc1)C"
"2576","Prestw-384","c1(c(C(C)(C)C)cc(SC(Sc2cc(c(c(C(C)(C)C)c2)O)C(C)(C)C)(C)C)cc1C(C)(C)C)O"
"2581","Prestw-385","c12c(C(c3c(C1=O)c(ccc3O)O)=O)c(ccc2NCCNCCO)NCCNCCO"
"2587","Prestw-386","N1(CCN(CC1)CCCc1ccccc1)CCOC(c1ccc(cc1)F)c1ccc(cc1)F"
"2590","Prestw-387","C1(C(=O)OCCOCCN(CC)CC)(c2ccccc2)CCCC1"
"2598","Prestw-388","[n+]1(c2c(c(cc1C)N)cccc2)CCCCCCCCCC[n+]1c2c(c(cc1C)N)cccc2"
"2600","Prestw-389","[C@]1(c2c(cc(cc2)Cl)Cl)(O[C@H](CO1)COc1ccc(N2CCN(C(=O)C)CC2)cc1)Cn1cncc1"
"2602","Prestw-390","[C@]12([C@@]3([C@]([C@@]4(C([C@@H]([C@@H](CC4)O)C)CC3)C)([C@@H](C[C@]1(\C(\[C@H](C2)OC(=O)C)=C(\C([O-])=O)/CC/C=C(/C)\C)[H])O)[H])C)C"
"2607","Prestw-391","c1(cc(cc(c1)O)O)C(CNC(C)(C)C)O.c1(cc(cc(c1)O)O)C(CNC(C)(C)C)O"
"2613","Prestw-392","N1(C(Nc2c(C1=O)cccc2)=O)CCN1CCC(C(c2ccc(cc2)F)=O)CC1"
"2617","Prestw-393","C1(C[N+](CCO1)(C)C)(c1ccc(c2ccc(C3(C[N+](CCO3)(C)C)O)cc2)cc1)O"
"2619","Prestw-394","[C@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)N)O)O[C@@H]1[C@H]([C@H](O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)[C@H](C[C@H]1N)N)O"
"2624","Prestw-395","[C@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)N)O)O[C@@H]1[C@H]([C@H](O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)[C@H](C[C@H]1NC(=O)[C@H](CCN)O)N)O"
"2630","Prestw-396","[C@]12([C@@H](c3c([C@H]([C@]1(C(OC2)=O)[H])c1cc(c(c(c1)OC)O)OC)cc1c(c3)OCO1)O[C@H]1[C@@H]([C@H]([C@H]2[C@H](O1)CO[C@H](O2)C)O)O)[H]"
"2635","Prestw-397","C(=C(\c1ccccc1)/Cl)(\c1ccc(cc1)OCCN(CC)CC)/c1ccccc1"
"2644","Prestw-398","C=1(\N(CCC/N1)C)/C=C/c1cc(O)ccc1.C=1(\N(CCC/N1)C)/C=C/c1cc(O)ccc1"
"2646","Prestw-399","N1(c2c(Sc3c1cccc3)ccc(c2)Cl)CCCN1CCN(CC1)C"
"2659","Prestw-400","c12C(C[C@H](Oc1cc(O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)O)O)O)cc2O)c1cc(c(cc1)OC)O)=O"
"2662","Prestw-401","[C@]12(\C(=C/C(=O)CC1)\CC[C@@]1([C@@]2(CC[C@]2([C@]1(CC[C@@H]2OC(=O)CC)[H])C)[H])[H])C"
"2667","Prestw-1269","C(#CI)COc1cc(c(cc1Cl)Cl)Cl"
"2670","Prestw-403","c1(c(cc(cc1I)C[C@@H](C(=O)O)N)I)Oc1cc(c(c(c1)I)O)I"
"2679","Prestw-1288","C/1(=C(/C(\C(=C(/C1=O)\CCCCCCCCCCO)\C)=O)\OC)\OC"
"2686","Prestw-405","C(N[C@H](C(N[C@H]([C@H](CC(N[C@H](C(N[C@H]([C@H](CC(=O)O)O)CC(C)C)=O)C)=O)O)CC(C)C)=O)C(C)C)([C@@H](NC(=O)CC(C)C)C(C)C)=O"
"2688","Prestw-1796","CS(Nc1cc2cc([nH]c2cc1)C(=O)N1CCN(CC1)c1ncccc1NC(C)C)(=O)=O"
"2689","Prestw-407","[C@@]12(C[C@@]3(C[C@](C1)(C[C@](C2)(C3)[H])[H])[H])N.[C@@]12(C[C@@]3(C[C@](C1)(C[C@](C2)(C3)[H])[H])[H])N"
"2697","Prestw-408","c1(SC(Cn2cncc2)CCc2ccc(Cl)cc2)c(Cl)cccc1Cl"
"2700","Prestw-409","c1(c(oc2c1cccc2)CCCC)C(c1cc(c(c(c1)I)OCCN(CC)CC)I)=O"
"2712","Prestw-410","[C@@]12(O[C@]([C@@H]([C@H](C1)O)C(=O)O)(C[C@@H](O[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)C)O)N)O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H]([C@H]([C@H]([C@@H](OC(C[C@@H](C[C@@H](CC[C@H]([C@@H](C[C@@H](C2)O)O)O)O)O)=O)C)C)O)C)[H])O"
"2720","Prestw-411","[C@]12([C@@]3([C@]([C@]4([C@@](C(CC4)=O)(CC3)C)[H])(CC[C@]1(C[C@@H](CC2)O)[H])[H])[H])C"
"2722","Prestw-1489","P(=O)(SCCNCCCN)(O)O"
"2732","Prestw-413","[As](c1ccc(NC(=O)N)cc1)(=O)(O)O"
"2734","Prestw-1219","C=1(/C(/C(=C(\N\C1\C)/COCCN)/C(=O)OCC)c1c(Cl)cccc1)\C(=O)OC"
"2741","Prestw-1147","S(CC(=O)N)(C(c1ccccc1)c1ccccc1)=O"
"2754","Prestw-416","N12[C@@]([C@@](C1=O)(NC([C@@H](c1ccccc1)N)=O)[H])(SC([C@@H]2C(OC(OC(=O)OCC)C)=O)(C)C)[H]"
"2760","Prestw-1298","N\1(C(/N=C(\C=C1)/N)=O)[C@H]1O[C@H](SC1)CO"
"2767","Prestw-418","C1(N[C@]2([C@@](N1)(CS[C@H]2CCCCC(=O)O)[H])[H])=O"
"2769","Prestw-419","C(c1ccc(OC(=O)C)cc1)(c1ccc(OC(=O)C)cc1)c1ncccc1"
"2772","Prestw-1242","c12c(ncnc1cc(c(c2)OCCOC)OCCOC)Nc1cc(C#C)ccc1"
"2780","Prestw-421","[C@H](c1ccc(SC(C)C)cc1)([C@H](NCCCCCCCC)C)O"
"2782","Prestw-1368","c12\C(=C/c3c(Sc1ccc(c2)Cl)cccc3)\OCCN(C)C"
"2793","Prestw-423","C(NC(C)C)(=O)OCC(COC(=O)N)(CCC)C"
"2801","Prestw-424","N1/2C([C@H]([C@]1(SC/C(=C2/C(=O)O)/COC(=O)C)[H])N)=O"
"2803","Prestw-425","c1(S([O-])(=O)=O)c(c2c(c(S([O-])(=O)=O)c1)ccc(c2O)\N=N\c1c(cc(c2cc(c(\N=N\c3c(c4c(c(S([O-])(=O)=O)cc(S([O-])(=O)=O)c4cc3)N)O)cc2)OC)cc1)OC)N"
"2805","Prestw-426","c1(c(cc(cc1OC)OC)OC)C(=O)CCCN1CCCC1"
"2809","Prestw-1393","N1(C(c2c(N(c3c1cccc3)C)cccc2)=O)CCN(C)C"
"2811","Prestw-428","N1(Cc2cc(OCCCNC(=O)COC(=O)C)ccc2)CCCCC1"
"2817","Prestw-1505","c1\2c(ncn1COCCOC([C@@H](N)C(C)C)=O)C(N\C(=N2)\N)=O"
"2823","Prestw-430","c1(C(N[C@@H]2[C@@H](CN(CC2)CCCOc2ccc(F)cc2)OC)=O)c(cc(c(c1)Cl)N)OC"
"2826","Prestw-1303","C=1(\C(c2c(N(/C1)CC)cc(N1CCN(CC1)C)c(c2)F)=O)/C(=O)O"
"2832","Prestw-432","[C@]12([C@]([C@]3([C@@]([C@@]4(\C(=C/C(=O)CC4)\CC3)C)([C@H](C1)O)[H])[H])(CC[C@@H]2C(=O)CO)[H])C"
"2834","Prestw-433","[Co+](N7C8(C1N=C(C(C1CC(=O)N)(CCC(=O)NCC(OP(=O)([O-])OC2C(OC(C2O)N4c3c(cc(c(c3)C)C)N=C4)CO)C)C)C(=C5N=C(C(C5CCC(=O)N)(C)C)C=C6N=C(C(C6CCC(=O)N)(CC(=O)N)C)C(=C7C(C8(CC(=O)N)C)CCC(=O)N)C)C)C)C#N"
"2837","Prestw-434","N1\2C([C@H]([C@]1(SC\C(=C2\C(=O)O)\C)[H])NC([C@@H](c1ccc(cc1)O)N)=O)=O"
"2845","Prestw-435","N1(C([C@@H](N(C([C@@H](N(C([C@@H](N(C([C@H](NC([C@@H](NC([C@@H](N(C([C@@H](NC([C@@H](N(C(CN(C([C@@H](NC([C@@]1([C@@H]([C@@H](C/C=C/C)C)O)[H])=O)CC)=O)C)=O)C)CC(C)C)=O)C(C)C)=O)C)CC(C)C)=O)C)=O)C)=O)C)CC(C)C)=O)C)CC(C)C)=O)C)C(C)C)=O)C"
"2850","Prestw-436","[C@]12([C@@]([C@@H](\C\3=C\C(OC3)=O)CC1)(CC[C@@]1([C@@]3([C@](CC[C@@]21[H])(C[C@H](CC3)O)[H])C)[H])C)O"
"2854","Prestw-437","[C@]12([C@@]([C@@H](\C\3=C\C(OC3)=O)CC1)([C@@H](C[C@@]1([C@@]3([C@@](C[C@@H](O[C@@H]4O[C@@H]([C@H]([C@H](C4)O)O[C@@H]4O[C@@H]([C@H]([C@H](C4)O)O[C@@H]4O[C@@H]([C@H]([C@H](C4)O)O)C)C)C)CC3)(CC[C@@]21[H])[H])C)[H])O)C)O"
"2861","Prestw-438","c12c(C(c3c(C1=O)cccc3OC)=O)c(c1c(c2O)C[C@](C[C@@H]1O[C@@H]1O[C@H]([C@H]([C@H](C1)N)O)C)(C(=O)CO)O)O"
"2868","Prestw-439","N\1(C(N(\C=C1)C)=S)C(=O)OCC"
"2878","Prestw-440","[C@]12([C@@]3([C@]([C@]4([C@@](C(CC4)=O)(CC3)C)[H])(CC[C@]1(C[C@H](CC2)O)[H])[H])[H])C"
"2880","Prestw-441","[C@]12([C@]([C@]3([C@@](c4c(CC3)cc(cc4)O)(CC1)[H])[H])(CC[C@@H]2O)[H])C"
"2887","Prestw-1380","C(C(CN(C)C)C)(Cc1ccc(Cl)cc1)(O)C"
