"","ID","SMILES"
"2889","Prestw-443","[n+]1(nc(c2ccc(cc2)OC)ccc1N)CCCC(=O)O"
"2891","Prestw-1156","N1(c2c(C(Cc3c1cccc3)=O)cccc2)C(=O)N"
"2897","Prestw-445","C/1(\c2c(\C=C/c3c1cccc3)cccc2)=C\CCN(C)C"
"2905","Prestw-446","N1c2c(CCC1=O)c(OCC(CNC(C)(C)C)O)ccc2"
"2917","Prestw-447","[C@]12([C@@](C(=O)CO)(CC[C@]1([C@]1([C@@]([C@@]3(\C(=C/C(=O)CC3)\CC1)C)([C@H](C2)O)[H])[H])[H])O)C"
"2924","Prestw-448","c12c(c3c(nc1CCCC2O)cccc3)N"
"2926","Prestw-449","c1(n(cnc1)C)C[C@@H]1[C@@H](C(OC1)=O)CC"
"2937","Prestw-450","N12[C@@H]([C@@H](C1=O)NC(c1c(noc1C)c1c(Cl)cccc1Cl)=O)SC([C@@H]2C([O-])=O)(C)C"
"2945","Prestw-451","c1(cc2nn[nH]c2cc1OC)C(NCC1N(CC=C)CCC1)=O"
"2955","Prestw-1161","[C@]12([C@@]3([C@]([C@]4([C@@]([C@](CC4)(O)C)(CC3)C)[H])(CC[C@]1(Cc1c(C2)cn[nH]1)[H])[H])[H])C"
"2966","Prestw-1257","[C@]12([C@](/C(=C/C=C/3\C([C@H](C[C@@H](C3)O)O)=C)/CCC1)(CC[C@@H]2[C@@H](\C=C\[C@H](C1CC1)O)C)[H])C"
"2968","Prestw-1429","C1(N(c2cc(c(N3CCOCC3)cc2)F)C[C@@H](O1)CNC(=O)C)=O"
"2978","Prestw-455","n1(c2c(c3c1cccc3)CN(CC2)C)Cc1ccccc1.n1(c2c(c3c1cccc3)CN(CC2)C)Cc1ccccc1"
"2989","Prestw-456","[C@@]1\2([C@]([C@@H](\C(=C(/C1=O)\C(=O)N)\O)N(C)C)([C@H](C1\C(=C2\O)\C(c2c(C1=C)c(ccc2O)Cl)=O)O)[H])O"
"2992","Prestw-457","N1(C(c2ccc(cc2)Cl)c2ccccc2)CCN(Cc2cc(ccc2)C)CC1"
"3007","Prestw-458","[nH]1cc(c2c1ccc(c2)OC)CCNC(=O)C"
"3021","Prestw-1251","C1(C(NC(NC1=O)=O)=O)(CC(C)C)CC=C"
"3030","Prestw-460","[C@@H]1(\C=C\[C@@H](O)CCCCC)[C@H]([C@H](C[C@H]1O)O)C\C=C/CCCC(=O)O"
"3037","Prestw-461","C1(C(OC2C[C@]3(N([C@@](C2)(CC3)[H])C)[H])=O)\C=N/c2c1cccc2"
"3042","Prestw-462","N1/2C([C@]([C@]1(SC/C(=C2/C(=O)O)/C=C)[H])(NC(/C(/c1nc(sc1)N)=N\OCC(=O)O)=O)[H])=O"
"3047","Prestw-463","c1(C(N[C@@H]2[C@H]([C@@H]([C@H](OC2O)CO)O)O)=O)c(c(c(c(c1I)NC(=O)C)I)N(C(=O)C)C)I"
"3051","Prestw-1323","C\1(=N\c2c(Sc3c1cccc3)cccc2)/N1CCN(CC1)CCOCCO"
"3057","Prestw-1464","c12N(/C=C(\C(c1cc(c(n2)N1CC(CC1)N)F)=O)/C(=O)O)c1c(cc(cc1)F)F"
"3060","Prestw-1400","[C@@]1(C#CC2CC2)(c2c(NC(O1)=O)ccc(c2)Cl)C(F)(F)F"
"3068","Prestw-1157","c12c3O[C@@](C1=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]([C@H](/C=C/C=C(\C(Nc1c(c(c2c(c1O)c(c3C)O)O)\C=N\N1CCN(CC1)C1CCCC1)=O)/C)C)O)C)O)C)OC(=O)C)C)OC)C"
"3078","Prestw-468","C(Oc1cc([N+](C)(C)C)ccc1)(N(C)C)=O"
"3087","Prestw-469","c1(sc([N+]([O-])=O)cn1)N1C(NCC1)=O"
"3099","Prestw-470","N1\2C([C@]([C@]1(SC\C(=C2\C(=O)O)\CSc1n(nnn1)CC(=O)O)[H])(NC(Cc1c(CN)cccc1)=O)[H])=O"
"3105","Prestw-1358","c1(nnc(c2c1cccc2)Cc1ccncc1)Nc1ccc(Cl)cc1"
"3107","Prestw-1295","C(c1cc(c(cc1)OC)OC)(NCc1ccc(cc1)OCCN(C)C)=O"
"3109","Prestw-473","[C@@]1(C(N\2[C@@]1(SC\C(=C2\C(=O)O)\CSc1n(nnn1)C)[H])=O)(NC(C1S\C(=C(\C(=O)N)/C(=O)O)\S1)=O)OC"
"3113","Prestw-1254","n1c(c(sc1c1ccccc1)CC(=O)O)c1ccc(cc1)Cl"
"3117","Prestw-475","C(CCN(C)C)(c1ccc(cc1)Br)c1ncccc1"
"3130","Prestw-476","c1(c2c(cc(c1)OC)cccn2)NC(CCCN)C"
"3133","Prestw-477","[C@]12([C@]([C@]3([C@@]([C@@]4(\C(=C/C(=O)CC4)\CC3)C)(CC1)[H])[H])(CC[C@@H]2C(=O)C)[H])C"
"3136","Prestw-478","C=1(\C(\C(=C(/N/C1/C)\C)\C(=O)OC)c1c(c(Cl)ccc1)Cl)/C(=O)OCC"
"3146","Prestw-1325","c1(c(c(cc(c1OC)Cl)Cl)O)C(NC[C@H]1N(CCC1)CC)=O"
"3148","Prestw-1385","c1(C(Nc2cc(c(cc2C)C(C#N)c2ccc(cc2)Cl)Cl)=O)c(c(cc(c1)I)I)O"
"3150","Prestw-481","[nH]1cc(c2c1ccc(c2)O)CCN"
"3156","Prestw-482","N1\2C([C@]([C@]1(SC\C(=C2\C(=O)O)\CSc1n(nnn1)CCN(C)C)[H])(NC(Cc1nc(sc1)N)=O)[H])=O"
"3162","Prestw-1336","S(c1ccc(/C/2=C(/C(OC2)=O)\c2ccccc2)cc1)(=O)(=O)C"
"3175","Prestw-484","C1(N(c2c(N1)cccc2)C1CCN(CC1)CCCC(c1ccc(cc1)F)=O)=O"
"3187","Prestw-485","N1\2C([C@H]([C@H]1SC\C(=C2\C(=O)O)\Cl)NC([C@@H](c1ccccc1)N)=O)=O"
"3193","Prestw-486","[H][C@]1(NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC(=O)[C@H](CCNC1=O)NC(=O)[C@H](CCN)NC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)CCCC(C)CC)[C@@H](C)O)[C@@H](C)O"
"3201","Prestw-487","c12c(C(c3c(C1=O)cccc3OC)=O)c(c1c(c2O)C[C@](C[C@@]1(O[C@@H]1O[C@H]([C@H]([C@H](C1)N)O)C)[H])(C(=O)C)O)O"
"3206","Prestw-488","C\1(/c2c(SCc3c1cccc3)cccc2)=C\CCN(C)C"
"3214","Prestw-489","N1\2C([C@H]([C@]1(SC\C(=C2\C([O-])=O)\C[n+]1ccccc1)[H])NC(\C(\c1nc(sc1)N)=N/OC(C(=O)O)(C)C)=O)=O"
"3218","Prestw-490","C(=N)(NCc1cc(I)ccc1)N"
"3223","Prestw-491","C1(c2c(Sc3c1cccc3)cccc2)CC1CN(CCC1)C"
"3234","Prestw-492","c1([N+]([O-])=O)oc(cc1)\C=N\NC(=O)N"
"3236","Prestw-493","c1(nc2c([nH]1)ccc(c2)OC)S(Cc1c(c(c(cn1)C)OC)C)=O"
"3240","Prestw-494","N1C(N\C(=C/C1=O)\CCC)=S"
"3248","Prestw-495","[C@@]1(c2c(cc(cc2)Cl)Cl)(Cn2ncnc2)O[C@H](CO1)COc1ccc(N2CCN(CC2)C(C)C)cc1"
"3250","Prestw-496","s1c(ccc1C(C)C(O)=O)C(=O)c1ccccc1"
"3255","Prestw-497","Clc1c5ccc(c1)C(C%10NC(=O)C(NC(=O)C3NC(=O)C(NC(=O)C(C(c2cc(c(cc2)Oc4c(c(cc3c4)O5)OC6OC(C(C(C6OC7OC(C(C(C7)(N)C)O)C)O)O)CO)Cl)O)NC(=O)C(NC)CC(C)C)CC(=O)N)c8cc(c(cc8)O)-c9c(cc(cc9O)O)C(NC%10=O)C(=O)O)O"
"3263","Prestw-498","[C@@]123[C@@]4(OC([C@@H]([C@@]1(CC[C@H]([C@@]2(CC[C@](O4)(OO3)C)[H])C)[H])C)=O)[H]"
"3268","Prestw-499","c1(C(=O)CCc2ccccc2)c(OCC(O)CNCCC)cccc1"
"3276","Prestw-500","C(c1cc(c(cc1)O)OC)(N(CC)CC)=O"
"3278","Prestw-501","C(=O)(CCC(C=C)N)O"
"3288","Prestw-502","C(C1[C@]2(\C=C/[C@@](C1)(C2)[H])[H])(CCN1CCCCC1)(c1ccccc1)O.Cl"
"3297","Prestw-503","N1(C(c2ccc(cc2)Cl)c2ccccc2)CCN(CC1)CCOCC(=O)O"
"3301","Prestw-504","c1(NC(CN(CC(=O)O)CC(=O)O)=O)c(cccc1CC)CC"
"3303","Prestw-505","c1(cc(cc(c1)O)O)C(CNC(C)C)O.c1(cc(cc(c1)O)O)C(CNC(C)C)O"
"3311","Prestw-506","[C@@H]1([C@H]([C@@H](OC2O\C(=C/CC2N)\CN)[C@@H](C[C@@H]1N)N)O)O[C@H]1[C@@H]([C@@H]([C@@](CO1)(O)C)NC)O"
"3319","Prestw-1159","C1(C(N(C)C)CC(C)C)(c2ccc(cc2)Cl)CCC1"
"3328","Prestw-110","C\1(=C(\c2c(OC1=O)cccc2)/O)/C(c1ccc([N+]([O-])=O)cc1)CC(=O)C"
"3331","Prestw-509","C1(CCN(CC1)CCCC(c1ccc(cc1)F)=O)(c1ccc(cc1)Br)O"
"3336","Prestw-510","N1(C(c2ccccc2)c2ccccc2)CCN(CC1)C"
"3349","Prestw-511","C(c1ccc(OC(c2ccccc2)CCNC)cc1)(F)(F)F"
"3356","Prestw-512","c1(c(c(c(c(c1I)C(NCC(O)CO)=O)I)C(NCC(O)CO)=O)I)N(C(=O)C)CC(O)CO"
"3366","Prestw-513","C\1(/c2c(\C=C/c3c1cccc3)cccc2)=C\CCNC"
"3368","Prestw-514","c1(C(=O)N)nccnc1"
"3374","Prestw-515","N1(C(OC(C1=O)(C)C)=O)C"
"3393","Prestw-516","C=1\2/[C@]([C@@H](OC(=O)[C@H](CC)C)C[C@H](\C1)C)([C@@H](CC[C@H]1OC(C[C@@H](C1)O)=O)[C@H](\C=C2)C)[H]"
"3399","Prestw-517","[C@@H]1([C@H]([C@H]([C@@H]([C@H](O1)C)O)N)O)OC/1CC(C(C(CC(CC(C(CCC(CC(CC(CC(OC(C(C(C(\C=C\C=C\CC\C=C\C=C\C=C\C=C1)C)O)C)C)=O)O)O)O)O)O)=O)O)C(=O)O)O"
"3403","Prestw-518","[C@@]12([C@@]3([C@]([C@]4([C@@]([C@@]\5(\C(=C/C(\C=C5)=O)\CC4)C)([C@H](C3)O)[H])[H])(C[C@H]1OC(O2)CCC)[H])C)C(=O)CO"
"3409","Prestw-519","N12/C(=C(\C[C@@]1([C@](C2=O)([C@](O)(C)[H])[H])[H])/SCCNC=N)/C(=O)O"
"3415","Prestw-520","S(Nc1ncccc1)(c1ccc(\N=N\c2cc(C(=O)O)c(cc2)O)cc1)(=O)=O"
"3429","Prestw-1430","c1(OC(/C/2=N/CCN2)C)c(Cl)cccc1Cl"
"3434","Prestw-522","S1CC6N=C1/C(=C\C)/NC(=O)C(NC(=O)C2=CSC(=N2)C98NC(=O)C(NC(=O)C(=C)NC(=O)C(NC(=O)C(NC4C(c3nc(cc(c3C=C4)C(O)C)C(=O)OC(C(NC(=O)C5=CSC(=N5)C(NC6=O)C(O)(C(O)C)C)C7=NC(=CS7)C8N=C(CC9)C%10=NC(=CS%10)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)C)O)C(CC)C)C)C)C(O)C"
"3436","Prestw-1169","N1([C@@H]([C@H]([C@@H]([C@H](C1)O)O)O)CO)CCO"
"3440","Prestw-524","c1(nc2c([nH]1)cccc2)c1ncsc1"
"3449","Prestw-525","c12c3O[C@@](C1=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]([C@H](/C=C/C=C(\C(Nc1c(c(c2c(c1O)c(c3C)O)O)/C=N/N1CCN(CC1)C)=O)/C)C)O)C)O)C)OC(=O)C)C)OC)C"
"3455","Prestw-526","C(c1cc(ncc1)CC)(=S)N"
"3464","Prestw-527","S1(c2c(/C(=C(\N1C)/C(Nc1ncccc1)=O)/O)scc2)(=O)=O"
"3468","Prestw-528","c1cc(cc(c1C(O)=O)OC(C)=O)C(F)(F)F"
"3472","Prestw-529","N1(c2cc(S(=O)C)ccc2Sc2c1cccc2)CCC1N(C)CCCC1"
"3484","Prestw-530","c12OC(C(=O)O)(CCc1c(c(c(c2C)C)O)C)C"
"3486","Prestw-531","N/1\2C(\C(=C(/N=C1/C=C\C=C2)\C)\CCN1CCC(C(c2ccc(cc2)F)=O)CC1)=O"
"3488","Prestw-1797","OC(C1=CN(c2cc(c(F)c(C)c2C1=O)N1CCNC(C1)C)C1CC1)=O"
"3489","Prestw-533","C(Nc1ccc(cc1)OCC)(=O)C"
"3492","Prestw-534","C1(=C(C(c2c(C1=O)cccc2)=O)O)C1CC[C@H](c2ccc(cc2)Cl)CC1"
"3499","Prestw-535","c1(C(C(N)C)O)c(ccc(c1)OC)OC"
"3505","Prestw-953","C(=O)(Cc1ccc(OC[C@@H](CNC(C)C)O)cc1)N"
"3515","Prestw-537","N1(C(=O)CCC1)CC(=O)N"
"3521","Prestw-538","C1(C(C(c2c1cccc2)=O)c1ccccc1)=O"
"3528","Prestw-539","C=1/2\C(=C/C(\C(=C/C1)\SC)=O)\[C@@H](NC(=O)C)CCc1c2c(c(c(O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)c1)OC)OC"
"3532","Prestw-540","S(c1cc(S(=O)(=O)N)c(\C(=C(/Cl)\Cl)\Cl)cc1N)(=O)(=O)N"
"3534","Prestw-541","N1(\C(=C/C(=C\C1=O)/C)\C1CCCCC1)O"
"3539","Prestw-542","S(c1ccc(C(=O)O)cc1)(N(CCC)CCC)(=O)=O"
"3545","Prestw-543","n1c(CCNC)cccc1"
"3552","Prestw-544","[C@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)N)O)O[C@@H]1[C@H]([C@H](O[C@H]2O[C@@H]([C@H](C[C@H]2N)O)CN)[C@H](C[C@H]1N)N)O"
"3555","Prestw-545","C/1\2=N/C(CN1CCS2)c1ccccc1"
"3558","Prestw-546","[C@]12([C@]([C@]3([C@@]([C@@]4(/C(=C\C3)/C[C@H](CC4)O)C)(CC1)[H])[H])(CC[C@@H]2C(=O)C)[H])C"
"3566","Prestw-547","[N+]=1(/[N-]O\C(\C1)=N/C(=O)OCC)\N1CCOCC1"
"3572","Prestw-548","c12c(NC(CCCN(CC)CC)C)ccnc1cc(cc2)Cl"
"3578","Prestw-549","c1(c(c(CN2CCNCC2)ccc1OC)OC)OC"
"3585","Prestw-550","[C@@]12(O[C@@]1(CC/C=C(/CC[C@@]1([C@@]2(OC(C1=C)=O)[H])[H])\C)C)[H]"
"3596","Prestw-551","N1(CN(CC(C1)(N)C)CC(CC)CCCC)CC(CC)CCCC"
"3598","Prestw-552","C(#C)CN([C@@H](Cc1ccccc1)C)C"
"3604","Prestw-553","C(c1ccc(cc1)OCCCCCOc1ccc(C(=N)N)cc1)(=N)N"
"3612","Prestw-554","S(NC(NN1CCCCCC1)=O)(c1ccc(cc1)C)(=O)=O"
"3618","Prestw-555","c1([N+]([O-])=O)oc(cc1)\C=N\NC(c1ccc(cc1)O)=O"
"3620","Prestw-1144","N12C(c3c(Cc4c1nccc4)cccc3)CN(CC2)C"
"3632","Prestw-557","[C@H]12[C@@]([C@H](OC([C@@H]([C@H]([C@@H]([C@@H](O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)[C@@](C[C@H]([C@@H]([C@@H]1C)N[C@](O2)(COCCOC)[H])C)(O)C)C)O[C@H]1C[C@]([C@H]([C@@H](O1)C)O)(OC)C)C)=O)CC)(O)C"
"3637","Prestw-558","S(NC(NN1CC2C(C1)CCC2)=O)(c1ccc(cc1)C)(=O)=O"
"3642","Prestw-559","N1(c2c(OC)cccc2)CCN(CC1)CCCCNC(c1cc2c(cc1)cccc2)=O"
"3644","Prestw-560","C(c1ccccc1)(c1ccccc1)CCNC(Cc1ccccc1)C"
"3649","Prestw-1188","c1(nsc2c1cccc2)N1CCN(CCc2c(cc3NC(Cc3c2)=O)Cl)CC1"
"3661","Prestw-1441","[C@@]\12([C@@H](OC(=O)[C@H](CC)C)CC\C=C1\C=C/[C@@H]([C@@H]2CC[C@H]1OC(C[C@@H](C1)O)=O)C)[H]"
"3663","Prestw-1322","C(Oc1c[n+](ccc1)C)(N(C)C)=O"
"3671","Prestw-1491","C1(C(C(NC(N1)=O)=O)(C(CCC)C)CC)=O"
"3679","Prestw-565","N1([C@H]2C[C@@H](OC(C(c3ccccc3)CO)=O)C[C@H]1CC2)C.N1([C@H]2C[C@@H](OC(C(c3ccccc3)CO)=O)C[C@H]1CC2)C"
"3690","Prestw-566","[C@]12([C@@](N(c3c1cc(OC(=O)NC)cc3)C)(N(CC2)C)[H])C.[C@]12([C@@](N(c3c1cc(OC(=O)NC)cc3)C)(N(CC2)C)[H])C"
"3693","Prestw-1139","N\1(C(N(\N=C1)C(CC)C)=O)c1ccc(N2CCN(c3ccc(OCC4OC(c5c(cc(cc5)Cl)Cl)(Cn5ncnc5)OC4)cc3)CC2)cc1"
"3701","Prestw-1174","[C@H]1([C@@H]([C@H]([C@H](O[C@@H]2[C@@H]([C@H]([C@H](N[C@@H]\3[C@@H]([C@H]([C@@H](\C(=C3)\CO)O)O)O)[C@H](O2)C)O)O)[C@H](O1)CO)O)O)O[C@H]1[C@@H]([C@H]([C@@H](O[C@@H]1CO)O)O)O"
"3705","Prestw-1403","c1([N+]([O-])=O)c(c(cc(/C=C(/C(N(CC)CC)=O)\C#N)c1)O)O"
"3715","Prestw-1449","C(c1cnccc1)(=O)N"
"3721","Prestw-571","C(c1ccc(NCCCC)cc1)(=O)OCCN(C)C"
"3724","Prestw-572","[C@]12([C@](OC(c3occc3)=O)([C@@H](C[C@]1([C@]1([C@@]([C@@]\3(\C(=C/C(\C=C3)=O)\CC1)C)([C@H](C2)O)Cl)[H])[H])C)C(=O)CCl)C"
"3731","Prestw-1467","N1C(SC(C1=O)Cc1ccc(OCC2(Oc3c(c(c(c(c3C)C)O)C)CC2)C)cc1)=O"
"3738","Prestw-574","c1(c(N=NN(C)C)[nH]cn1)C(=O)N"
"3745","Prestw-1351","n1c([nH]c2c1nc(cc2)OC)S(Cc1c(c(c(cn1)C)OC)C)=O"
"3747","Prestw-576","N1(c2c(Sc3c1cccc3)ccc(c2)C(=O)C)CCCN(C)C"
"3753","Prestw-1271","[C@]1(c2c(CO1)cc(C#N)cc2)(c1ccc(cc1)F)CCCN(C)C"
"3766","Prestw-1158","N1C(Cc2c1cccc2CCN(CCC)CCC)=O"
"3773","Prestw-1297","C=1(\C(\C(=C(/N/C1/C)\C)\C(=O)OCC)c1c(/C=C/C(OC(C)(C)C)=O)cccc1)/C(=O)OCC"
"3785","Prestw-1228","S(c1c2NCC(Cc2ccc1)C)(N[C@H](C(N1[C@@H](C(=O)O)C[C@@H](CC1)C)=O)CCCNC(=N)N)(=O)=O"
"3790","Prestw-1328","O([C@H]([C@@]1(OCCNC1)[H])c1ccccc1)c1c(OCC)cccc1"
"3799","Prestw-1498","C(c1ccccc1)(NCCN(CC)CC)C(OCCC(C)C)=O"
"3803","Prestw-583","c12c(nccc1cc(c(c2)OC)OC)Cc1cc(c(cc1)OC)OC"
"3808","Prestw-584","c12c(c3c([nH]1)cccc3)CCN1[C@]2(C[C@@]2([C@@H](C(=O)OC)[C@H](CC[C@]2(C1)[H])O)[H])[H]"
"3814","Prestw-1500","[C@](c1c(cc(cc1)F)F)([C@H](c1c(F)cncn1)C)(Cn1ncnc1)O"
"3824","Prestw-1211","[C@]12([C@](\C(=C/C=C\3/C([C@H](C[C@@H](C3)O)O)=C)\CCC1)(CC[C@@H]2[C@@H](CCCC(C)C)C)[H])C"
"3826","Prestw-587","n1(nnnc1CCCCOc1cc2c(NC(=O)CC2)cc1)C1CCCCC1"
"3839","Prestw-588","[C@]1\23c4c(O[C@H]1C[C@H](\C=C2)O)c(ccc4CN(CC3)C)OC"
"3853","Prestw-1130","N1(/N=C(\c2c(C1=O)cccc2)/Cc1ccc(Cl)cc1)C1CCN(CCC1)C"
"3856","Prestw-1409","c1(c(c(c(cc1C)OC)C)C)\C=C\C(=C\C=C\C(=C\C(=O)OCC)\C)\C"
"3863","Prestw-1274","c1(nc2c(n1CCOCC)cccc2)N1CCN(CCC1)C"
"3869","Prestw-1407","C(c1cc(Nc2c(C(=O)OCCOCCO)cccc2)ccc1)(F)(F)F"
"3880","Prestw-1369","n12c(c(cn1)C#N)nccc2c1cc(N(C(=O)C)CC)ccc1"
"3891","Prestw-594","N(c1c(Cl)cccc1Cl)c1c(CC([O-])=O)cccc1"
"3897","Prestw-1410","[C@@]1\2(\C(\C(C[C@@]3([C@@]1(CC[C@]1([C@]3(CCC1=O)[H])C)[H])[H])=C)=C/C(\C=C2)=O)C"
"3904","Prestw-1499","n1[nH]cc(c1)C"
"3916","Prestw-1183","n12c(c(nc1)C(=O)N)\N=N/N(C2=O)C"
"3927","Prestw-598","C/1(\Nc2c(cccc2C)C)=N/CCCS1"
"3932","Prestw-1132","C(Nc1cc(c(OCC(CNC(C)(C)C)O)cc1)C(=O)C)(N(CC)CC)=O"
"3950","Prestw-1367","N1(C(c2c(C1=O)nccn2)OC(N1CCN(CC1)C)=O)c1ncc(cc1)Cl"
"3953","Prestw-1198","c1(c(NC(/C=C/c2cc(c(cc2)OC)OC)=O)cccc1)C(=O)O"
"3955","Prestw-1182","c12c(c(ccc1nsn2)Cl)N/C/1=N/CCN1"
"3959","Prestw-1364","S(NC(c1cc(c(Cc2c3c(n(c2)C)ccc(NC(OC2CCCC2)=O)c3)cc1)OC)=O)(c1c(C)cccc1)(=O)=O"
"3970","Prestw-1252","c1(c2c(ccc1)cccc2)CN(Cc1ccc(C(C)(C)C)cc1)C"
"3972","Prestw-1121","[n+]1(c(c[n+](c2c1cccc2)[O-])\C=N\NC(=O)OC)[O-]"
"3978","Prestw-1331","[C@]12(C[C@]3(C[C@@](C1)(C[C@@](C2)(C3)[H])[H])[H])C(N)C"
"3985","Prestw-607","n12c3c(c4c1cccc4)CCN1[C@]3([C@](CC2=O)(CCC1)CC)[H]"
"3989","Prestw-1460","c1(nc2c([nH]1)ccc(c2)OCCC)NC(=O)OC"
"3992","Prestw-1292","S1(N(C(c2c1cccc2)=O)CCCCN1CCN(c2ncccn2)CC1)(=O)=O"
"3995","Prestw-1284","c12c(NC(CCCN(CCO)CC)C)ccnc1cc(cc2)Cl"
"4003","Prestw-1431","N1\2C([C@H]([C@H]1CC\C(=C2\C(=O)O)\Cl)NC([C@@H](c1ccccc1)N)=O)=O"
"4010","Prestw-1501","c1(C(O)CCCC)ccccc1"
"4012","Prestw-1503","c12C(/C=C(\Oc1cc(O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)O)O)O)cc2O)/c1cc(c(cc1)OC)O)=O"
"4014","Prestw-1177","[C@](C(=O)O)(Cc1cc(c(cc1)O)O)(NN)C"
"4021","Prestw-1604","[C@H]1(N/2C(\N=C(/C(=C2)/F)\N)=O)O[C@H](SC1)CO"
"4029","Prestw-616","C(Oc1cc([N+](C)(C)C)ccc1)(N(CCCCCCCCCCN(C(Oc1cc([N+](C)(C)C)ccc1)=O)C)C)=O"
"4037","Prestw-617","n1c(N2CCNCC2)ccc2c1cccc2"
"4042","Prestw-1127","[n+]1(cc(ncc1C)C(=O)O)[O-]"
"4047","Prestw-619","[C@]\1\2([C@@]3([C@]([C@]4([C@@]([C@]([C@H](C4)C)(C(COC(=O)C)=O)OC(=O)C)(C[C@@H]3O)C)[H])(C[C@@H](/C1=C/C(\C=C2)=O)F)[H])F)C"
"4050","Prestw-1502","S(CCCNC(C)=O)(=O)(=O)[O-]"
"4056","Prestw-1506","c1(n(c2c(n1)cccc2)Cc1ccc(F)cc1)N1CCC(N(\C=2\NC(\C=C/N2)=O)C)CC1"
"4065","Prestw-1217","c1(S(=O)(=O)CC)cc(C(NCC2N(CCC2)CC)=O)c(cc1N)OC"
"4077","Prestw-623","c1(c(c(ncc1CO)C)O)CO"
"4079","Prestw-1469","c12c(\N=C/NC1=S)nc[nH]2"
"4085","Prestw-1134","N\1([C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O)C(/N=C(\C=C1)/N)=O"
"4094","Prestw-626","C(C(NCC(=O)OCc1ccccc1)=O)(Cc1ccccc1)CSC(=O)C"
"4096","Prestw-627","N=1\C(c2c(N/C1/N)ncc(n2)CNc1ccc(C(N[C@H](C(=O)O)CCC(=O)O)=O)cc1)=O"
"4098","Prestw-1129","N1(C([C@@H](N[C@H](C(=O)OCC)CCc2ccccc2)CCc2c1cccc2)=O)CC(=O)O"
"4108","Prestw-1178","N1(C(c2ccc(cc2)OC)=O)C(=O)CCC1"
"4111","Prestw-630","c1(nc(cc2c1cccc2)CCCC)OCCN(C)C"
"4114","Prestw-1210","C(P([O-])(=O)O)(P(=O)(O)O)(O)CCCN"
"4119","Prestw-632","C(Oc1c(OC(C(C)(C)C)=O)ccc(c1)C(O)CNC)(C(C)(C)C)=O"
"4127","Prestw-633","C(C(Cc1ccccc1)CS)(NCC(=O)O)=O"
"4129","Prestw-1463","O(c1c(C)cccc1)[C@@H](c1ccccc1)CCNC"
"4141","Prestw-1511","C1([C@]2(CCN(C1)CC2)[H])OC(C)=O"
"4143","Prestw-1488","c1/2c(ncn1CCC(CO)CO)C(N/C(=N2)/N)=O"
"4147","Prestw-1427","N1(C(=O)CCC1)[C@H](C(=O)N)CC"
"4155","Prestw-1392","C(c1cc(C[C@@H](NCC)C)ccc1)(F)(F)F"
"4168","Prestw-1408","S(c1ccc(c2c(ncc(c2)Cl)c2cnc(cc2)C)cc1)(=O)(=O)C"
"4179","Prestw-1341","n1(cc(c2c1ccc(c2)Cl)C1CCN(CCN2C(NCC2)=O)CC1)c1ccc(cc1)F"
"4191","Prestw-641","c1(nc2c([nH]1)cccn2)c1c(cc(S(=O)C)cc1)OC"
"4194","Prestw-1270","c12c(ncnc1cc(c(c2)OCCCN1CCOCC1)OC)Nc1cc(c(cc1)F)Cl"
"4204","Prestw-643","[C@@]12([C@@]3([C@]([C@]4([C@@]([C@@]\5(\C(\[C@H](C4)F)=C/C(\C=C5)=O)C)([C@H](C3)O)[H])[H])(C[C@H]1OC(O2)(C)C)[H])C)C(=O)CO"
"4209","Prestw-644","C1(C(NC(=O)C)CCS1)=O"
"4211","Prestw-645","[C@@]12([C@@]3([C@]([C@]4([C@@]([C@@]5(\C(\[C@H](C4)F)=C/C(=O)CC5)C)([C@H](C3)O)[H])[H])(C[C@H]1OC(O2)(C)C)[H])C)C(=O)CO"
"4214","Prestw-1125","C(\c1c(cc(cc1)Cl)Cl)(/Cn1cncc1)=N/OCc1c(cc(cc1)Cl)Cl"
"4217","Prestw-1166","C\1(=C\C(Nc2c1cccc2)=O)/CC(NC(c1ccc(cc1)Cl)=O)C(=O)O"
"4222","Prestw-1154","C=1(\C(\C(=C(/N/C1/C)\C#N)\C(=O)OC)c1cc([N+]([O-])=O)ccc1)/C(OC(C)C)=O"
"4231","Prestw-649","n1(ccnc1[N+]([O-])=O)CC(=O)NCCO"
"4233","Prestw-1601","C1([C@]2(C[C@@]1(CCC2CCOCC[N+]1(Cc2c(cc(c(c2)OC)OC)Br)CCOCC1)[H])[H])(C)C"
