"","V1","V2"
"19781","B(O)(O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F","471070"
"19782","B(O)(O)c1cc(cc(c1)C)Br","645311"
"19783","B(O)(O)c1cc(cc(c1)C)C","480088"
"19784","B(O)(O)c1cc(cc(c1)C=O)C","645338"
"19785","B(O)(O)c1cc(cc(c1)C=O)C=O","567485"
"19786","B(O)(O)c1cc(cc(c1)C=O)OC(C)C","657557"
"19787","B(O)(O)c1cc(cc(c1)C=O)OCCC","657638"
"19788","B(O)(O)c1cc(cc(c1)C=O)OCC","652342"
"19789","B(O)(O)c1cc(cc(c1)Cl)Cl","445207"
"19790","B(O)(O)c1cc(cc(c1)F)F","471925"
"19791","B(O)(O)c1cc(cc(c1)OC(C)C)Br","657735"
"19792","B(O)(O)c1cc(cc(c1)OCCCC)Br","661961"
"19793","B(O)(O)c1cc(cc(c1)OCCC)Br","657514"
"19794","B(O)(O)c1cc(cc(c1)OCC)Br","651192"
"19795","B(O)(O)c1cc(cc(c1)OC)Br","652326"
"19796","B(O)(O)c1cc(cc(c1)OC)OC","715271"
"19797","B(O)(O)c1cc(ccc1)Br","441627"
"19798","B(O)(O)c1cc(ccc1)C#N","513016"
"19799","B(O)(O)c1cc(ccc1)C(=O)C","470813"
"19800","B(O)(O)c1cc(ccc1)C(=O)N","683868"
"19801","B(O)(O)c1cc(ccc1)C(=O)NCc1ccccc1","CDS024961"
"19802","B(O)(O)c1cc(ccc1)C(=O)OCC","574651"
"19803","B(O)(O)c1cc(ccc1)C(=O)OC","591130"
"19804","B(O)(O)c1cc(ccc1)C(=O)O","456764"
"19805","B(O)(O)c1cc(ccc1)C(F)(F)F","432032"
"19806","B(O)(O)c1cc(ccc1)CBr","679445"
"19807","B(O)(O)c1cc(ccc1)CCOc1c2c(c(cc1)Cl)cccc2","698326"
"19808","B(O)(O)c1cc(ccc1)COc1c(cc(cc1)C(C)(C)C)C","666858"
"19809","B(O)(O)c1cc(ccc1)COc1c(ccc(c1)C(F)(F)F)Cl","657530"
"19810","B(O)(O)c1cc(ccc1)COc1c(ccc(c1)C)C(C)C","661848"
"19811","B(O)(O)c1cc(ccc1)COc1cc(c(cc1)Cl)C","680605"
"19812","B(O)(O)c1cc(ccc1)COc1cc(ccc1)C(F)(F)F","651311"
"19813","B(O)(O)c1cc(ccc1)COc1ccc(cc1)CCOC","657506"
"19814","B(O)(O)c1cc(ccc1)COc1ccc(cc1)OC(F)(F)F","652075"
"19815","B(O)(O)c1cc(ccc1)COc1ccc(cc1)OCCCCCCC","651214"
"19816","B(O)(O)c1cc(ccc1)COc1c2c(ccc1)cccc2","698563"
"19817","B(O)(O)c1cc(ccc1)CO","512834"
"19818","B(O)(O)c1cc(ccc1)C","393614"
"19819","B(O)(O)c1cc(ccc1)C=C","680575"
"19820","B(O)(O)c1cc(ccc1)C=O","441651"
"19821","B(O)(O)c1cc(ccc1)c1ccccc1","542199"
"19822","B(O)(O)c1cc(ccc1)Cl","417521"
"19823","B(O)(O)c1cc(ccc1)F","441643"
"19824","B(O)(O)c1cc(ccc1)I","441678"
"19825","B(O)(O)c1cc(ccc1)N(C)C","680532"
"19826","B(O)(O)c1cc(ccc1)N.B(O)(O)c1cc(ccc1)N.S(=O)(=O)(O)O","A71751"
"19827","B(O)(O)c1cc(ccc1)N.Cl","410705"
"19828","B(O)(O)c1cc(ccc1)N.O","287512"
"19829","B(O)(O)c1cc(ccc1)NC(=O)C","566012"
"19830","B(O)(O)c1cc(ccc1)NC(=O)C=C","771465"
"19831","B(O)(O)c1cc(ccc1)NC(=O)OC(C)(C)C","578851"
"19832","B(O)(O)c1cc(ccc1)NS(=O)(=O)c1c2c(c(ccc2)N(C)C)ccc1","30423"
"19833","B(O)(O)c1cc(ccc1)[N+](=O)[O-]","325104"
"19834","B(O)(O)c1cc(ccc1)OC(F)(F)F","510122"
"19835","B(O)(O)c1cc(ccc1)OC(C)C","542458"
"19836","B(O)(O)c1cc(ccc1)OCC(C)C","645737"
"19837","B(O)(O)c1cc(ccc1)OCCCC","542490"
"19838","B(O)(O)c1cc(ccc1)OCCC","557714"
"19839","B(O)(O)c1cc(ccc1)OCC","441635"
"19840","B(O)(O)c1cc(ccc1)OCc1c(cccc1)Cl","635731"
"19841","B(O)(O)c1cc(ccc1)OCc1c(cccc1)F","652113"
"19842","B(O)(O)c1cc(ccc1)OCc1c(cccc1)OC","662089"
"19843","B(O)(O)c1cc(ccc1)OCc1cc(cc(c1)OC)OC","635766"
"19844","B(O)(O)c1cc(ccc1)OCc1cc(ccc1)Cl","645265"
"19845","B(O)(O)c1cc(ccc1)OCc1cc(ccc1)F","661872"
"19846","B(O)(O)c1cc(ccc1)OCc1cc(ccc1)OC","657395"
"19847","B(O)(O)c1cc(ccc1)OCc1ccc(cc1)Cl","651036"
"19848","B(O)(O)c1cc(ccc1)OCc1ccc(cc1)F","666777"
"19849","B(O)(O)c1cc(ccc1)OCc1ccc(cc1)OC","666750"
"19850","B(O)(O)c1cc(ccc1)OCc1ccccc1","526339"
"19851","B(O)(O)c1cc(ccc1)OC","441686"
"19852","B(O)(O)c1cc(ccc1)O","523968"
"19853","B(O)(O)c1cc(ccc1)SCC","597295"
"19854","B(O)(O)c1cc(ccc1)SC","526002"
"19855","B(O)(O)c1cc(ccc1)S","523992"
"19856","B(O)(O)c1cc(ncc1)Cl","666513"
"19857","B(O)(O)c1ccc(cc1)B(O)O","417130"
"19858","B(O)(O)c1ccc(cc1)Br","B75956"
"19859","B(O)(O)c1ccc(cc1)C#N","521418"
"19860","B(O)(O)c1ccc(cc1)C(=O)C","470821"
"19861","B(O)(O)c1ccc(cc1)C(=O)c1ccccc1","526010"
"19862","B(O)(O)c1ccc(cc1)C(=O)N(C)C","715492"
"19863","B(O)(O)c1ccc(cc1)C(=O)N","683876"
"19864","B(O)(O)c1ccc(cc1)C(=O)OCC","574643"
"19865","B(O)(O)c1ccc(cc1)C(=O)OC","594539"
"19866","B(O)(O)c1ccc(cc1)C(=O)O","456772"
"19867","B(O)(O)c1ccc(cc1)/C(=C(/c1ccc(cc1)B(O)O)\c1ccccc1)/c1ccccc1","797367"
"19868","B(O)(O)c1ccc(cc1)C(C)(C)C","480053"
"19869","B(O)(O)c1ccc(cc1)C(F)(F)F","439320"
"19870","B(O)(O)c1ccc(cc1)CBr","679437"
"19871","B(O)(O)c1ccc(cc1)CC(N)C(=O)O","512680"
"19872","B(O)(O)c1ccc(cc1)CCCC","521493"
"19873","B(O)(O)c1ccc(cc1)CCC","521507"
"19874","B(O)(O)c1ccc(cc1)CC","499536"
"19875","B(O)(O)c1ccc(cc1)C[C@H](N)C(=O)O","17755"
"19876","B(O)(O)c1ccc(cc1)C[C@@H](N)C(=O)O","68047"
"19877","B(O)(O)c1ccc(cc1)COc1c(cc(cc1)C(C)(C)C)C","680591"
"19878","B(O)(O)c1ccc(cc1)COc1c(ccc(c1)C(F)(F)F)Cl","652237"
"19879","B(O)(O)c1ccc(cc1)COc1c(ccc(c1)C)C(C)C","662097"
"19880","B(O)(O)c1ccc(cc1)COc1c(cccc1C(C)C)C(C)C","662038"
"19881","B(O)(O)c1ccc(cc1)COc1cc(c(cc1)Cl)C","645931"
"19882","B(O)(O)c1ccc(cc1)COc1cc(ccc1)C(F)(F)F","651222"
"19883","B(O)(O)c1ccc(cc1)COc1ccc(cc1)CCOC","652083"
"19884","B(O)(O)c1ccc(cc1)COc1ccc(cc1)OC(F)(F)F","651303"
"19885","B(O)(O)c1ccc(cc1)COc1c2c(c(cc1)Cl)cccc2","645656"
"19886","B(O)(O)c1ccc(cc1)COc1c2c(ccc1)cccc2","657522"
"19887","B(O)(O)c1ccc(cc1)CO","512338"
"19888","B(O)(O)c1ccc(cc1)C","393622"
"19889","B(O)(O)c1ccc(cc1)C=C","417580"
"19890","B(O)(O)c1ccc(cc1)C=O","431966"
"19891","B(O)(O)c1ccc(cc1)/C=C/C(=O)O","720569"
"19892","B(O)(O)c1ccc(cc1)/C=C/[N+](=O)[O-]","720771"
"19893","B(O)(O)c1ccc(cc1)c1ccc(cc1)B(O)O","456799"
"19894","B(O)(O)c1ccc(cc1)c1ccc(cc1)OC(CCC)C","666815"
"19895","B(O)(O)c1ccc(cc1)c1ccc(cc1)OC(CC)CC","666947"
"19896","B(O)(O)c1ccc(cc1)c1ccc(cc1)OC(C)C","595179"
"19897","B(O)(O)c1ccc(cc1)c1ccc(cc1)OCCC(C)C","662070"
"19898","B(O)(O)c1ccc(cc1)c1ccc(cc1)OCCC","595284"
"19899","B(O)(O)c1ccc(cc1)c1ccc(cc1)OCC","567531"
"19900","B(O)(O)c1ccc(cc1)c1ccccc1","483451"
"19901","B(O)(O)c1ccc(cc1)c1[nH]nnn1","741469"
"19902","B(O)(O)c1ccc(cc1)Cl","417548"
"19903","B(O)(O)c1ccc(cc1)F","417556"
"19904","B(O)(O)c1ccc(cc1)I","471933"
"19905","B(O)(O)c1ccc(cc1)N(CC)CC","741809"
"19906","B(O)(O)c1ccc(cc1)N(C)C","483532"
"19907","B(O)(O)c1ccc(cc1)N(c1ccccc1)c1ccccc1","647292"
"19908","B(O)(O)c1ccc(cc1)N.Cl","708887"
"19909","B(O)(O)c1ccc(cc1)NC(=O)CCC(=O)O","578754"
"19910","B(O)(O)c1ccc(cc1)NC(=O)C","565806"
"19911","B(O)(O)c1ccc(cc1)NC(=O)OC(C)(C)C","565814"
"19912","B(O)(O)c1ccc(cc1)NS(=O)(=O)C","718181"
"19913","B(O)(O)c1ccc(cc1)[N+](=O)[O-]","673854"
"19914","B(O)(O)c1ccc(cc1)OC(F)(F)F","510130"
"19915","B(O)(O)c1ccc(cc1)OC(C)C","542474"
"19916","B(O)(O)c1ccc(cc1)OCC(C)C","639605"
"19917","B(O)(O)c1ccc(cc1)OCCCC","542504"
"19918","B(O)(O)c1ccc(cc1)OCCC","557706"
"19919","B(O)(O)c1ccc(cc1)OCC","455539"
"19920","B(O)(O)c1ccc(cc1)OCc1c(cccc1)F","666785"
"19921","B(O)(O)c1ccc(cc1)OCc1c(cccc1)OC","657387"
"19922","B(O)(O)c1ccc(cc1)OCc1cc(ccc1)F","661864"
"19923","B(O)(O)c1ccc(cc1)OCc1ccc(cc1)Cl","651044"
"19924","B(O)(O)c1ccc(cc1)OCc1ccc(cc1)F","658073"
"19925","B(O)(O)c1ccc(cc1)OCc1ccc(cc1)OC","666769"
"19926","B(O)(O)c1ccc(cc1)OCc1ccccc1","666920"
"19927","B(O)(O)c1ccc(cc1)OC","417599"
"19928","B(O)(O)c1ccc(cc1)Oc1ccccc1","480142"
"19929","B(O)(O)c1ccc(cc1)O","523976"
"19930","B(O)(O)c1ccc(cc1)S(=O)(=O)C","675903"
"19931","B(O)(O)c1ccc(cc1)S(=O)(=O)N","763780"
"19932","B(O)(O)c1ccc(cc1)SC","456802"
"19933","B(O)(O)c1ccc(cc1)S","524018"
"19934","B(O)(O)c1ccccc1","P20009"
"19935","B(O)(O)c1ccncc1","634492"
"19936","B(O)(O)c1cc2c(cc(cc2)OCC)cc1","521906"
"19937","B(O)(O)c1cc2c(cc(cc2)OC)cc1","521892"
"19938","B(O)(O)c1cc2c(cc1C=O)OCO2","717622"
"19939","B(O)(O)c1cc2c(cc1)cccc2","480134"
"19940","B(O)(O)c1cc2c(cc1)c1c(cc(cc1)B(O)O)C2(CC(CCCC)CC)CC(CCCC)CC","571539"
"19941","B(O)(O)c1cc2c(cc1)c1c(cc(cc1)B(O)O)C2(CCCCCCCCCCCC)CCCCCCCCCCCC","571490"
"19942","B(O)(O)c1cc2c(cc1)c1c(cc(cc1)B(O)O)C2(CCCCCCCC)CCCCCCCC","569364"
"19943","B(O)(O)c1cc2c(cc1)c1c(cc(cc1)B(O)O)C2(CCCCCC)CCCCCC","566330"
"19944","B(O)(O)c1cc2c(cc1)c1c(cccc1)C2","709905"
"19945","B(O)(O)c1cc2c(cc1)OCCO2","635995"
"19946","B(O)(O)c1cc2c(cc1)OCO2","499994"
"19947","B(O)(O)c1cc2c([nH]cc2)cc1","666467"
"19948","B(O)(O)c1cc2c([nH]nc2)cc1.Cl","715409"
"19949","B(O)(O)c1cc2c([nH]nc2)cc1","724017"
"19950","B(O)(O)c1cc2n(ncc2cc1)C","720798"
"19951","B(O)(O)c1cc2nn(cc2cc1)C","720836"
"19952","B(O)(O)c1cc2[nH]ccc2cc1","666459"
"19953","B(O)(O)c1cc2[nH]ncc2cc1","720828"
"19954","B(O)(O)c1cn(nc1)C(=O)OC(C)(C)C","715263"
"19955","B(O)(O)c1cn(nc1)Cc1ccccc1","720445"
"19956","B(O)(O)c1cnc(cc1)Br","666556"
"19957","B(O)(O)c1cnc(cc1)C","748404"
"19958","B(O)(O)c1cnc(cc1)Cl","637386"
"19959","B(O)(O)c1cnc(cc1)F","639184"
"19960","B(O)(O)c1cnc(cc1)NC(=O)OC(C)(C)C","717681"
"19961","B(O)(O)c1cnc(cc1)OCC","718815"
"19962","B(O)(O)c1cnc(cc1)OC","637610"
"19963","B(O)(O)c1cnc(nc1)N","706221"
"19964","B(O)(O)c1cncc(c1)Br","686816"
"19965","B(O)(O)c1cncc(c1)Cl","721034"
"19966","B(O)(O)c1cnccc1OC","CDS024628"
"19967","B(O)(O)c1cnccc1","512125"
"19968","B(O)(O)c1cnc2c(c1)cccc2","691909"
"19969","B(O)(O)c1c[nH]nc1","706256"
"19970","B(O)(O)c1cocc1","512168"
"19971","B(O)(O)c1cscc1C","542393"
"19972","B(O)(O)c1cscc1","436844"
"19973","B(O)(O)c1c2c(c(cc1)Br)cccc2","696595"
"19974","B(O)(O)c1c2c(c(cc1)C)cccc2","521450"
"19975","B(O)(O)c1c2c(c(c3c1cccc3)Br)cccc2","595756"
"19976","B(O)(O)c1c2c(ccc1OCC)cccc2","521884"
"19977","B(O)(O)c1c2c(ccc1OC)cccc2","717657"
"19978","B(O)(O)c1c2c(ccc1)cccc2","N257"
"19979","B(O)(O)c1c2c(ccc1)Sc1c(cccc1)S2","512214"
"19980","B(O)(O)c1c2c(cc3c1cccc3)cccc2","684600"
"19981","B(O)(O)c1c2c(cnc1)cccc2","707929"
"19982","B(O)(O)c1c2c(cncc2)ccc1","686867"
"19983","B(O)(O)c1c2c(c3c(c1)cccc3)cccc2","696552"
"19984","B(O)(O)c1c2c(n(c1)S(=O)(=O)c1ccccc1)cccc2","563870"
"19985","B(O)(O)c1c2c(n(nc2)C)ccc1.Cl","723606"
"19986","B(O)(O)c1c2c(nccc2)ccc1C","797049"
"19987","B(O)(O)c1c2c([nH]nc2)ccc1.Cl","709379"
"19988","B(O)(O)c1c2c(sc1)cccc2","512117"
"19989","B(O)(O)c1c2c(sc3c2cccc3)ccc1","PH016260"
"19990","B(O)(O)c1c2c3c(cc1)CCc3ccc2","567477"
"19991","B(O)(O)c1c2c3c4c(cc2)cccc4ccc3cc1","542873"
"19992","B(O)(O)c1c2ncccc2ccc1","542865"
"19993","B(O)(O)c1c2oc3c(c2ccc1)cccc3","499951"
"19994","B(O)(O)c1c2sc3c(c2ccc1)cccc3","499986"
"19995","B(O)(O)c1n(ccc1)C(=O)OC(C)(C)C","15047"
"19996","B(O)(O)c1n(c2c(c1)cc(cc2)Br)C(=O)OC(C)(C)C","637394"
"19997","B(O)(O)c1n(c2c(c1)cc(cc2)Cl)C(=O)OC(C)(C)C","741795"
"19998","B(O)(O)c1n(c2c(c1)cc(cc2)OC)C(=O)OC(C)(C)C","680516"
"19999","B(O)(O)c1n(c2c(c1)cccc2)C(=O)OC(C)(C)C","675911"
"20000","B(O)(O)c1n(c2c(c1)cccc2)S(=O)(=O)c1ccccc1","563862"
"20001","B(O)(O)c1n(nc(c1)C(F)(F)F)C","731730"
"20002","B(O)(O)c1n[nH]cc1.O","720429"
"20003","B(O)(O)c1oc(cc1)C=O","512346"
"20004","B(O)(O)c1occc1","464910"
"20005","B(O)(O)c1oc2c(c1)cccc2","499943"
"20006","B(O)(O)c1sc(cc1)B(O)O","470317"
"20007","B(O)(O)c1sc(cc1)Br","557684"
"20008","B(O)(O)c1sc(cc1)C(=O)C","499927"
"20009","B(O)(O)c1sc(cc1)C","512192"
"20010","B(O)(O)c1sc(cc1)C=O","514055"
"20011","B(O)(O)c1sc(cc1)Cl","499935"
"20012","B(O)(O)c1sccc1C=O","499919"
"20013","B(O)(O)c1sccc1","436836"
"20014","B(O)(O)c1sc2c(c1)cccc2","499978"
"20015","B(O)(O)C1=CCc2c1cccc2","716480"
"20016","B(O)(O)C1=Cc2c(cccc2)C1","762695"
"20017","B(O)(O)C1CC1","597988"
"20018","B(O)(O)C1CCC1","646598"
"20019","B(O)(O)C1CCCC1","588415"
"20020","B(O)(O)C1CCCCC1","556580"
"20021","B(O)(O)O","202878"
"20022","B(O)(O)O.N(CCN(CC(=O)O)CC(=O)O)(CC(=O)O)CC(=O)O.NC(CO)(CO)CO","T3913"
"20023","B(O)(O)O","15663"
"20024","B1(OC(=O)CN(CC(=O)O1)C)c1ccc(cc1)B(O)O","704997"
"20025","[11B](O)(O)O","426148"
"20026","[9B](O)(O)O","426156"
"20027","[Fe+2].B(O)(O)[C-]1[CH-][CH-][CH-][CH-]1.[CH-]1[CH-][CH-][CH-][CH-]1","455547"
"20028","[Si](C)(C)(C)c1cc(ccc1)B(O)O","523666"
"20029","[Si](C)(C)(C)c1ccc(cc1)B(O)O","523674"
"20030","[Si](Oc1cc(ccc1)B(O)O)(C(C)(C)C)(C)C","524034"
"20031","[Si](Oc1ccc(cc1)B(O)O)(C(C)(C)C)(C)C","524042"
"20032","[Si](Oc1cc2c(cc(cc2)B(O)O)cc1)(C(C)(C)C)(C)C","684562"
"20033","*B(O)O","632627"
"20034","*Nc1cc(ccc1)B(O)O","A8312"
"20035","[B-]12([N+](CC(=O)O1)(CC(=O)O2)C)c1c(ccc(c1)C(F)(F)F)F",NA
"20036","[B-]12([N+](CC(=O)O1)(CC(=O)O2)C)c1oc2c(c1)cc(cc2)Br",NA
"20037","B1(OC(=O)CN(CC(=O)O1)C)C#CC","723819"
"20038","B1(OC(=O)CN(CC(=O)O1)C)C#C","700231"
"20039","B1(OC(=O)CN(CC(=O)O1)C)C(=C)Br","795232"
"20040","B1(OC(=O)CN(CC(=O)O1)C)C(=C)C",NA
"20041","B1(OC(=O)CN(CC(=O)O1)C)C(=C)c1ccccc1",NA
"20042","B1(OC(=O)CN(CC(=O)O1)C)/C(=C/Br)/C","763853"
"20043","B1(OC(=O)CN(CC(=O)O1)C)C(c1ccc(cc1)C)C=O","793434"
"20044","B1(OC(=O)CN(CC(=O)O1)C)C(C1CCCCC1)C=O","798754"
"20045","B1(OC(=O)CN(CC(=O)O1)C)CC(C)C",NA
"20046","B1(OC(=O)CN(CC(=O)O1)C)CCCC",NA
"20047","B1(OC(=O)CN(CC(=O)O1)C)CCc1ccccc1",NA
"20048","B1(OC(=O)CN(CC(=O)O1)C)CC=C",NA
"20049","B1(OC(=O)CN(CC(=O)O1)C)Cc1ccccc1",NA
"20050","B1(OC(=O)CN(CC(=O)O1)C)C",NA
"20051","B1(OC(=O)CN(CC(=O)O1)C)C=C",NA
"20052","B1(OC(=O)CN(CC(=O)O1)C)/C=C/Br","703478"
"20053","B1(OC(=O)CN(CC(=O)O1)C)/C=C/CC",NA
"20054","B1(OC(=O)CN(CC(=O)O1)C)/C=C/Cc1ccccc1",NA
"20055","B1(OC(=O)CN(CC(=O)O1)C)/C=C/C",NA
"20056","B1(OC(=O)CN(CC(=O)O1)C)/C=C/c1ccccc1",NA
"20057","B1(OC(=O)CN(CC(=O)O1)C)/C=C/C1CCCCC1",NA
"20058","B1(OC(=O)CN(CC(=O)O1)C)/C=C/I",NA
"20059","B1(OC(=O)CN(CC(=O)O1)C)/C=C\C",NA
"20060","B1(OC(=O)CN(CC(=O)O1)C)c1c(c(ccc1)Br)F",NA
"20061","B1(OC(=O)CN(CC(=O)O1)C)c1c(c(ccc1)F)F",NA
"20062","B1(OC(=O)CN(CC(=O)O1)C)c1c(c(ccc1)OC)F",NA
"20063","B1(OC(=O)CN(CC(=O)O1)C)c1c(c(ncc1)Cl)Cl",NA
"20064","B1(OC(=O)CN(CC(=O)O1)C)c1c(cc(cc1F)F)F",NA
"20065","B1(OC(=O)CN(CC(=O)O1)C)c1c(cc(cc1)C)F",NA
"20066","B1(OC(=O)CN(CC(=O)O1)C)c1c(cc(cc1)F)F",NA
"20067","B1(OC(=O)CN(CC(=O)O1)C)c1c(ccc(c1)Br)C#N",NA
"20068","B1(OC(=O)CN(CC(=O)O1)C)c1c(ccc(c1)Br)F",NA
"20069","B1(OC(=O)CN(CC(=O)O1)C)c1c(ccc(c1)C(F)(F)F)Cl",NA
"20070","B1(OC(=O)CN(CC(=O)O1)C)c1c(cccc1Br)Br",NA
"20071","B1(OC(=O)CN(CC(=O)O1)C)c1c(cccc1Br)F",NA
"20072","B1(OC(=O)CN(CC(=O)O1)C)c1c(cccc1C)C",NA
"20073","B1(OC(=O)CN(CC(=O)O1)C)c1c(cccc1F)F",NA
"20074","B1(OC(=O)CN(CC(=O)O1)C)c1c(cccc1)Br",NA
"20075","B1(OC(=O)CN(CC(=O)O1)C)c1c(cccc1)C#N",NA
"20076","B1(OC(=O)CN(CC(=O)O1)C)c1c(cccc1)C(F)(F)F",NA
"20077","B1(OC(=O)CN(CC(=O)O1)C)c1c(cccc1)CBr","719455"
"20078","B1(OC(=O)CN(CC(=O)O1)C)c1c(cccc1)C",NA
"20079","B1(OC(=O)CN(CC(=O)O1)C)c1c(cccc1)C=O","698210"
"20080","B1(OC(=O)CN(CC(=O)O1)C)c1c(cccc1)c1c(cccc1)Br",NA
"20081","B1(OC(=O)CN(CC(=O)O1)C)c1c(cccc1)Cl",NA
"20082","B1(OC(=O)CN(CC(=O)O1)C)c1c(cccc1)F",NA
"20083","B1(OC(=O)CN(CC(=O)O1)C)c1c(cccc1)I",NA
"20084","B1(OC(=O)CN(CC(=O)O1)C)c1c(cccc1)OC(F)(F)F",NA
"20085","B1(OC(=O)CN(CC(=O)O1)C)c1c(cccc1)OC",NA
"20086","B1(OC(=O)CN(CC(=O)O1)C)c1c(cnc(c1)Br)Br",NA
"20087","B1(OC(=O)CN(CC(=O)O1)C)c1c(cncc1)Br",NA
"20088","B1(OC(=O)CN(CC(=O)O1)C)c1c(cncc1)Cl",NA
"20089","B1(OC(=O)CN(CC(=O)O1)C)c1c(cncc1)F",NA
"20090","B1(OC(=O)CN(CC(=O)O1)C)c1c(nc(cc1)OC)OC",NA
"20091","B1(OC(=O)CN(CC(=O)O1)C)c1c(nccc1)Br",NA
"20092","B1(OC(=O)CN(CC(=O)O1)C)c1c(nccc1)Cl",NA
"20093","B1(OC(=O)CN(CC(=O)O1)C)c1c(nccc1)F",NA
"20094","B1(OC(=O)CN(CC(=O)O1)C)c1c(nccc1)I",NA
"20095","B1(OC(=O)CN(CC(=O)O1)C)c1c(nccc1)OC",NA
"20096","B1(OC(=O)CN(CC(=O)O1)C)c1c(nc2c(c1)cccc2)Cl",NA
"20097","B1(OC(=O)CN(CC(=O)O1)C)c1c(nnc(c1)OC)OC",NA
"20098","B1(OC(=O)CN(CC(=O)O1)C)c1c(sc(c1)Br)Br",NA
"20099","B1(OC(=O)CN(CC(=O)O1)C)c1cc(c(cc1)OC)OC",NA
"20100","B1(OC(=O)CN(CC(=O)O1)C)c1cc(cc(c1)Br)F",NA
"20101","B1(OC(=O)CN(CC(=O)O1)C)c1cc(cc(c1)C(F)(F)F)I",NA
"20102","B1(OC(=O)CN(CC(=O)O1)C)c1cc(cc(c1)Cl)Br",NA
"20103","B1(OC(=O)CN(CC(=O)O1)C)c1cc(cc(c1)OC)I",NA
"20104","B1(OC(=O)CN(CC(=O)O1)C)c1cc(ccc1)Br",NA
"20105","B1(OC(=O)CN(CC(=O)O1)C)c1cc(ccc1)C#N",NA
"20106","B1(OC(=O)CN(CC(=O)O1)C)c1cc(ccc1)C(=O)OC",NA
"20107","B1(OC(=O)CN(CC(=O)O1)C)c1cc(ccc1)C(=O)O","698091"
"20108","B1(OC(=O)CN(CC(=O)O1)C)c1cc(ccc1)C(F)(F)F",NA
"20109","B1(OC(=O)CN(CC(=O)O1)C)c1cc(ccc1)C",NA
"20110","B1(OC(=O)CN(CC(=O)O1)C)c1cc(ccc1)C=O","700932"
"20111","B1(OC(=O)CN(CC(=O)O1)C)c1cc(ccc1)F",NA
"20112","B1(OC(=O)CN(CC(=O)O1)C)c1cc(ccc1)I",NA
"20113","B1(OC(=O)CN(CC(=O)O1)C)c1cc(ccc1)[N+](=O)[O-]",NA
"20114","B1(OC(=O)CN(CC(=O)O1)C)c1cc(ccc1)OC(F)(F)F",NA
"20115","B1(OC(=O)CN(CC(=O)O1)C)c1cc(ccc1)OCc1ccccc1",NA
"20116","B1(OC(=O)CN(CC(=O)O1)C)c1cc(ccc1)OC",NA
"20117","B1(OC(=O)CN(CC(=O)O1)C)c1cc(ccc1)O",NA
"20118","B1(OC(=O)CN(CC(=O)O1)C)c1ccc(cc1)B(O)O","704997"
"20119","B1(OC(=O)CN(CC(=O)O1)C)c1ccc(cc1)Br",NA
"20120","B1(OC(=O)CN(CC(=O)O1)C)c1ccc(cc1)C#N",NA
"20121","B1(OC(=O)CN(CC(=O)O1)C)c1ccc(cc1)C(=O)O","698067"
"20122","B1(OC(=O)CN(CC(=O)O1)C)c1ccc(cc1)C(C)(C)C",NA
"20123","B1(OC(=O)CN(CC(=O)O1)C)c1ccc(cc1)CO",NA
"20124","B1(OC(=O)CN(CC(=O)O1)C)c1ccc(cc1)C",NA
"20125","B1(OC(=O)CN(CC(=O)O1)C)c1ccc(cc1)C=C",NA
"20126","B1(OC(=O)CN(CC(=O)O1)C)c1ccc(cc1)C=O","697494"
"20127","B1(OC(=O)CN(CC(=O)O1)C)c1ccc(cc1)c1ccccc1",NA
"20128","B1(OC(=O)CN(CC(=O)O1)C)c1ccc(cc1)Cl",NA
"20129","B1(OC(=O)CN(CC(=O)O1)C)c1ccc(cc1)F",NA
"20130","B1(OC(=O)CN(CC(=O)O1)C)c1ccc(cc1)I",NA
"20131","B1(OC(=O)CN(CC(=O)O1)C)c1ccc(cc1)OC(F)(F)F",NA
"20132","B1(OC(=O)CN(CC(=O)O1)C)c1ccc(cc1)OCc1ccccc1",NA
"20133","B1(OC(=O)CN(CC(=O)O1)C)c1ccc(cc1)OC",NA
"20134","B1(OC(=O)CN(CC(=O)O1)C)c1ccc(cc1)Oc1ccccc1",NA
"20135","B1(OC(=O)CN(CC(=O)O1)C)c1ccccc1",NA
"20136","B1(OC(=O)CN(CC(=O)O1)C)c1ccncc1",NA
"20137","B1(OC(=O)CN(CC(=O)O1)C)c1cc2c(cc1)cccc2",NA
"20138","B1(OC(=O)CN(CC(=O)O1)C)c1cc2c(nc(cc2)C)cc1",NA
"20139","B1(OC(=O)CN(CC(=O)O1)C)c1cc2nonc2cc1",NA
"20140","B1(OC(=O)CN(CC(=O)O1)C)c1cn(nc1)Cc1ccccc1",NA
"20141","B1(OC(=O)CN(CC(=O)O1)C)c1cnc(cc1)Br",NA
"20142","B1(OC(=O)CN(CC(=O)O1)C)c1cnc(cc1)Cl",NA
"20143","B1(OC(=O)CN(CC(=O)O1)C)c1cnc(cc1)OC",NA
"20144","B1(OC(=O)CN(CC(=O)O1)C)c1cncc(c1)Br",NA
"20145","B1(OC(=O)CN(CC(=O)O1)C)c1cnccc1C",NA
"20146","B1(OC(=O)CN(CC(=O)O1)C)c1cnccc1",NA
"20147","B1(OC(=O)CN(CC(=O)O1)C)c1cnc2c(c1)cccc2",NA
"20148","B1(OC(=O)CN(CC(=O)O1)C)c1cocc1",NA
"20149","B1(OC(=O)CN(CC(=O)O1)C)c1cscc1",NA
